Contig,Locus tag,Log fold change,EdgeR adjusted p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1,Identical Sites,Query coverage,E Value, Locus tag,Essential2,% Identical Sites,Query coverage,E Value, Locus tag,Essential3,% Identical Sites,Query coverage,E Value,"No essential homolog in J2315, E264 or K96243 ",Number of homologs,DEG best hit (Accession No.),,Contig,Locus tag,Log fold change,EdgeR p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS28955,-1.6075537596,0.0265430341,94,330.0265,Unchanged,0.1042998763,,transcriptional regulator,TK,COG0745,BCAL2137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07455,-1.6067158158,0.0237024162,117,410.5015,Unchanged,0.1042175316,,DNA damage-inducible protein DinB,-,-,BCAM2356,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS24140,-1.6066351453,0.0048486506,159,557.7315,Unchanged,0.10420961,,ABC transporter substrate-binding protein,E,COG0687,BCAL0598,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01630,-1.6065610616,0.0014351525,192,673.389,Unchanged,0.1042023361,,anti-sigma factor,K,COG5662,BCAL3151,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10420,-1.6054680004,0.3120455229,28,98.3395,Unchanged,0.1040951166,,4-oxalocrotonate tautomerase,R,COG1942,BCAS0173,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13555,-1.6050033744,7.59E-05,276,966.8185,Unchanged,0.1040495987,,flagellar biosynthesis protein FlhB,NU,COG1377,BCAL0140,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30535,-1.6045864444,0.0606235829,73,255.831,Unchanged,0.1040087827,,hypothetical protein,-,-,BCAL1834,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08525,-1.6040508487,0.0202098249,125,437.736,Unchanged,0.1039563904,,transposase,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06985,-1.6037688368,0.0776757995,72,252.189,Unchanged,0.1039288222,,oxidoreductase,C,COG2080,BCAM2263,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00800,-1.6035734561,0.0033931467,169,591.5195,Unchanged,0.10390973,,DeoR family transcriptional regulator,K,COG2378,BCAL3322,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09620,-1.6034901971,9.03E-04,252,881.8825,Unchanged,0.103901596,,beta-galactosidase,G,COG1874,BCAS0328,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06630,-1.6026765296,9.20E-04,244,853.3945,Unchanged,0.1038221624,,AMP-dependent synthetase,I,COG0365,BCAM2195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01100,-1.602212439,2.88E-04,241,842.6335,Unchanged,0.1037769031,,tRNA dimethylallyltransferase,J,COG0324,BCAL3257,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16785,-1.6020637613,3.02E-05,299,1045.238,Unchanged,0.1037624109,,mechanosensitive ion channel protein,M,COG0668,BCAM0936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17850,-1.6020504752,0.0729323106,62,216.9305,Unchanged,0.103761116,,hypothetical protein,-,-,BCAM0719,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04865,-1.6014237001,0.0827764208,68,237.801,Unchanged,0.1037000616,,ketosteroid isomerase,R,COG3631,BCAM1831,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31915,-1.6008094892,0.0404354744,86,300.56,Unchanged,0.1036402915,,tail protein,S,COG3778,BCAL1562,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21950,-1.5996226751,0.2899268683,26,90.972,Unchanged,0.1035249694,,hypothetical protein,-,-,QU43_RS68160,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31865,-1.5993046738,0.1918929548,40,139.785,Unchanged,0.1034941072,,hypothetical protein,-,-,QU43_RS44385,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10945,-1.5984414362,0.1527755306,53,185.0065,Unchanged,0.1034104101,,hypothetical protein,-,-,BCAS0071,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19175,-1.598393697,0.0061017949,135,470.8775,Unchanged,0.1034057849,,DNA-binding protein,-,-,QU43_RS56665,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS16005,-1.5981322551,0.1024094993,49,171.0455,Unchanged,0.1033804614,,hypothetical protein,-,-,BCAM1093,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17075,-1.5977474732,0.0272919448,87,303.4015,Unchanged,0.1033432108,,SAM-dependent methyltransferase,H,COG2226,BCAM0880,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07390,-1.5971230461,0.0075271687,158,550.5745,Unchanged,0.1032828097,,hypothetical protein,-,-,BCAM2344,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS16015,-1.5968615262,0.2810458759,30,104.727,Unchanged,0.103257531,,membrane protein,-,-,BCAM1091,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02180,-1.5968196092,0.0031246184,168,585.2615,Unchanged,0.1032534803,,6-phosphogluconolactonase,G,COG0363,BCAL3043,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29670,-1.5965088632,0.0044336213,158,550.331,Unchanged,0.1032234595,,acetoin utilization protein,BQ,COG0123,BCAL2004,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30145,-1.5959902856,0.0065453202,141,490.9605,Unchanged,0.1031733941,,"acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha",C,COG1071,BCAL1911,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01905,-1.5956989816,0.0875883874,63,219.4655,Unchanged,0.1031452891,,hypothetical protein,-,-,BCAL3095,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18985,-1.5948462294,0.001021897,181,629.6835,Unchanged,0.1030630922,,peptidase,S,COG3182,BCAM0492,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04670,-1.5946116018,0.0700166442,76,264.4925,Unchanged,0.1030404964,,uridylyltransferase,-,-,BCAM1791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07705,-1.5945812294,0.0077806071,168,584.351,Unchanged,0.1030375721,,hypothetical protein,-,-,BCAM2403,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31825,-1.5941975261,0.106690892,57,198.3795,Unchanged,0.10300064,,hypothetical protein,-,-,BCAL1580,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS16240,-1.5939144362,0.5870538654,13,45.43,Unchanged,0.102973407,,membrane protein,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09010,-1.5929745348,0.0515914026,86,298.9295,Unchanged,0.1028830793,,transcriptional regulator,TK,COG0745,BCAS0586,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13150,-1.5928129549,4.21E-06,376,1305.942,Unchanged,0.1028675648,,MFS transporter,G,COG2271,BCAL0062,E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05830,-1.5923824051,0.0128068673,143,496.684,Unchanged,0.1028262446,,UDP-glucose 4-epimerase,M,COG1087,BCAM2033,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26875,-1.5918101371,0.1349406474,50,173.762,Unchanged,0.1027713684,,ATPase,-,-,BCAL2666,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25135,-1.5907437745,0.0377228588,86,298.4675,Unchanged,0.1026692487,,50S ribosomal protein L25,J,COG1825,BCAL0799,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07050,-1.5900117336,0.0054197759,178,617.163,Unchanged,0.1025992479,,D-amino acid dehydrogenase,E,COG0665,BCAM2276,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09240,-1.5899395835,0.0073958983,158,547.8405,Unchanged,0.1025923531,,hypothetical protein,O,COG4934,BCAS0405,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33075,-1.5898344021,1.71E-04,290,1005.224,Unchanged,0.1025823032,,fadH,C,COG1902,BCAL1336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01865,-1.5894223003,0.0026414866,174,603.075,Unchanged,0.1025429445,,urea ABC transporter ATP-binding protein,E,COG0410,BCAL3102,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03745,-1.5891351026,0.0016186759,226,783.0775,Unchanged,0.1025155306,,hypothetical protein,-,-,BCAM1611,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03590,-1.5865922297,6.40E-04,272,940.7285,Unchanged,0.1022733649,,phosphoenolpyruvate carboxykinase (GTP),C,COG1274,BCAM1581,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06590,-1.5860810869,2.28E-04,296,1023.3435,Unchanged,0.1022248083,,MacB family efflux pump subunit,V,COG1136,BCAM2187,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26010,-1.5857683903,0.0113636492,127,439.114,Unchanged,0.1021951232,,phosphoribosylaminoimidazole-succinocarboxamide synthase,F,COG0152,BCAL2838,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS12770,-1.584969567,2.49E-05,323,1115.802,Unchanged,0.1021193578,,type II secretion system protein L,-,-,QU43_RS54325,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS28875,-1.5844897345,0.0335803206,96,331.707,Unchanged,0.1020738948,,tetratricopeptide repeat protein,R,COG4783,BCAL2151,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16835,-1.5838005569,0.0047937722,143,493.733,Unchanged,0.1020086592,,MexC family multidrug efflux RND transporter periplasmic adaptor subunit,M,COG0845,BCAM0927,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17610,-1.5823461339,0.0012434486,193,665.618,Unchanged,0.1018712281,,sugar ABC transporter ATP-binding protein,G,COG1129,BCAM0767,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17810,-1.5805370326,0.0051520307,142,489.1715,Unchanged,0.1017007374,,hypothetical protein,O,COG0330,BCAM0727,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14735,-1.5805022098,0.0132438967,109,375.5395,Unchanged,0.1016974606,,polysaccharide biosynthesis glycosyltransferase,M,COG2148,BCAM1350,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32955,-1.5803855227,0.0113542914,134,461.5815,Unchanged,0.1016864818,,hypothetical protein,-,-,BCAL1360,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02300,-1.5786161507,0.1652107083,46,158.425,Unchanged,0.1015202625,,hypothetical protein,-,-,QU43_RS51805,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03725,-1.5781077043,0.0316831084,109,374.9225,Unchanged,0.1014725865,,electron transfer flavoprotein subunit beta,C,COG2086,BCAM1607,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25055,-1.5780937289,0.5213468081,18,62.121,Unchanged,0.1014712766,,membrane protein,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03365,-1.5761979917,0.0024604676,210,721.151,Unchanged,0.1012938695,,aldehyde dehydrogenase,C,COG1012,BCAM1542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21140,-1.5759734044,0.0021709558,168,576.882,Unchanged,0.1012728885,,"3-carboxy-cis,cis-muconate cycloisomerase",F,COG0015,BCAM0060,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19395,-1.5756980723,0.02873464,85,291.9385,Unchanged,0.1012471774,,methyltransferase,S,COG1285,BCAM0411,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06340,-1.5746578577,0.0167614157,133,456.311,Unchanged,0.1011501443,,LysR family transcriptional regulator,K,COG0583,BCAM2137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06310,-1.5743204922,0.1008433452,61,209.3835,Unchanged,0.1011187096,,2-aminomuconate deaminase,J,COG0251,BCAM2131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21485,-1.5733889057,0.0190138703,105,360.0105,Unchanged,0.1010319971,,phytoene synthase,I,COG1562,BCAM2833,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20535,-1.5731228908,0.0048043112,142,486.679,Unchanged,0.1010072605,,branched-chain amino acid ABC transporter substrate-binding protein,E,COG0683,BCAM0178,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32845,-1.571390608,0.0183988834,120,410.8165,Unchanged,0.1008464391,,topoisomerase VI subunit A,-,-,BCAL1382,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03475,-1.5702604199,0.0110960638,154,526.7305,Unchanged,0.10074176,,alkanal monooxygenase,C,COG2141,BCAM1561,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18600,-1.5695265571,0.0075195327,129,441.0605,Unchanged,0.1006738923,,hypothetical protein,S,COG1262,BCAM0570,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13290,-1.5677856972,0.0653909894,71,242.549,Unchanged,0.1005132227,,hypothetical protein,-,-,QU43_RS36940,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20955,-1.5675937177,0.0178241629,104,355.1335,Unchanged,0.1004955323,,sugar ABC transporter permease,G,COG0395,BCAM0098,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21655,-1.566982292,0.0106111361,116,395.912,Unchanged,0.1004392279,,oxidoreductase NAD-binding domain protein,R,COG0673,BCAM2799,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31340,-1.5656685382,2.04E-05,361,1230.5075,Unchanged,0.1003184383,,fimbrial usher protein,NU,COG3188,BCAL1678,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19380,-1.564080439,0.0018079902,169,575.5305,Unchanged,0.1001727708,,peptidase,-,-,BCAM0413,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18155,-1.5633695597,0.0024255157,168,571.855,Unchanged,0.1001076882,,MFS transporter,G,COG2211,BCAM0657,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17655,-1.5631129324,0.2979471792,30,102.302,Unchanged,0.100084212,,hypothetical protein,-,-,QU43_RS58195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13315,-1.5627322243,0.041976951,89,302.926,Unchanged,0.100049403,,phage tail protein,-,-,BCAL0093,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01080,-1.5626469621,2.25E-04,267,908.2505,Unchanged,0.1000416103,,phosphoribosylformylglycinamidine cyclo-ligase,F,COG0150,BCAL3261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26465,-1.5623416436,0.1629671495,47,160.0485,Unchanged,0.1000137139,,hypothetical protein,-,-,BCAL2746A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10550,-1.5618945294,0.0052793231,195,663.0475,Unchanged,0.0999728871,,hypothetical protein,S,COG5476,BCAS0146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33020,-1.5597911301,0.0107802798,147,499.1535,Unchanged,0.0997812218,,periplasmic-binding protein,P,COG0614,BCAL1347,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07400,-1.5592303152,0.0287687654,123,417.5445,Unchanged,0.0997302306,,membrane protein,M,COG3047,BCAM2346,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS24825,-1.5569779684,0.0242719229,112,379.627,Unchanged,0.0995259105,,molybdopterin biosynthesis protein MoeB,H,COG0476,BCAL0737,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07090,-1.5558211607,0.0059411144,189,639.9575,Unchanged,0.0994212639,,fuconate dehydratase,MR,COG4948,BCAM2284,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31125,-1.5553930164,0.0271762566,110,372.4415,Unchanged,0.0993825835,,IclR family transcriptional regulator,K,COG1414,BCAL1721,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03790,-1.5547427704,7.36E-05,367,1241.526,Unchanged,0.0993238893,,transporter,R,COG1033,BCAM1621,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06090,-1.5543687949,0.0017106499,223,754.2625,Unchanged,0.0992901608,,spermidine synthase,R,COG4262,BCAM2086,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09775,-1.5539357577,0.0091491171,164,554.6085,Unchanged,0.0992511314,,membrane protein,-,-,BCAS0297,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32850,-1.5538186862,0.0201289155,119,402.467,Unchanged,0.0992405846,,LuxR family transcriptional regulator,TK,COG2197,BCAL1381,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19365,-1.5530350642,0.0123566874,119,402.245,Unchanged,0.0991700411,,agmatinase,E,COG0010,BCAM0416,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13490,-1.5522933065,0.0362723711,91,307.493,Unchanged,0.0991033496,,chemotaxis protein CheY,T,COG3706,BCAL0128,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15775,-1.5502100722,0.0014437868,180,607.111,Unchanged,0.0989164785,,aldehyde dehydrogenase,C,COG1529,BCAM1140,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31290,-1.5498576381,0.257615939,36,121.589,Unchanged,0.0988849273,,antibiotic synthesis protein MbtH,S,COG3251,BCAL1689,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS28285,-1.5497796955,0.0069597465,155,522.6715,Unchanged,0.0988779521,,3-carboxymuconate cyclase,G,COG2706,BCAL2263,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08960,-1.5495974532,0.0476757926,102,343.985,Unchanged,0.0988616463,,DeoR family transcriptional regulator,KG,COG1349,BCAS0597,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15140,-1.5488975215,0.0221173173,101,340.46,Unchanged,0.0987990666,,pyridine nucleotide-disulfide oxidoreductase,R,COG0446,BCAM1269,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31855,-1.5487021694,0.1046156907,64,215.7905,Unchanged,0.0987816133,,hypothetical protein,R,COG5005,BCAL1574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32895,-1.5479561687,0.0300555262,111,373.914,Unchanged,0.0987150148,,hypothetical protein,-,-,BCAL1372,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32050,-1.5459037585,0.0489801655,85,285.955,Unchanged,0.0985322076,,RNA chaperone Hfq,R,COG1923,BCAL1538,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16720,-1.5437113424,0.0055579309,137,460.0585,Unchanged,0.0983376081,,alpha/beta hydrolase,R,COG1075,BCAM0949,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18660,-1.5434572577,0.0104711583,134,449.91,Unchanged,0.0983151006,,nitrate ABC transporter substrate-binding protein,P,COG0715,BCAM0558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS02990,-1.5427041551,0.0328254568,119,399.3745,Unchanged,0.098248444,,IclR family transcriptional regulator,K,COG1414,BCAM1466,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04610,-1.5407632877,0.0248579155,135,452.437,Unchanged,0.098077038,,class A beta-lactamase,V,COG2367,BCAM1779,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS15150,-1.5399728001,0.0340306779,90,301.529,Unchanged,0.098007383,,D-amino acid oxidase,E,COG0665,BCAM1268,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10345,-1.5397330338,0.0322658001,123,411.9435,Unchanged,0.0979862734,,LysR family transcriptional regulator,K,COG0583,BCAS0188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS24450,-1.5395935208,0.275140599,37,124.0725,Unchanged,0.0979739942,,hypothetical protein,I,COG0511,BCAL0661,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29705,-1.5393694142,0.0055246624,171,572.465,Unchanged,0.0979542754,,glycerate kinase,G,COG1929,BCAL1998,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03015,-1.5390851035,0.0054702843,189,632.5615,Unchanged,0.0979292698,,glycosyl transferase,M,COG0438,BCAM1472,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17875,-1.5388539538,0.0017745391,181,605.7105,Unchanged,0.0979089483,,histidine kinase,T,COG0642,BCAM0715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21980,-1.5387402476,0.0024157207,181,605.659,Unchanged,0.0978989547,,phage tail protein,-,-,BCAM2736,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31985,-1.5379976129,0.0033479873,189,632.1055,Unchanged,0.0978337305,,N-acylmannosamine kinase,KG,COG1940,BCAL1551,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32815,-1.5367605187,0.0980195165,67,224.029,Unchanged,0.0977252551,,membrane protein,-,-,BCAL1388,E
